Variables seleccionadas;Mean squared error;R2;Accuray
['x1'];4.655018365960312;-0.22702471048305783;0.75
['x31'];3.34970214455484;-0.10051868124580454;0.8333333333333334
['x31'];6.4565332360266074;-0.06508571626850812;0.7083333333333334
['x25'];3.700612850391814;-0.39853968545086316;0.6666666666666666
['x23'];3.748887407109475;0.1573658719668828;0.875
['x32'];5.325274905708658;-0.023499838907804715;0.6666666666666666
['x1'];3.5337998199648233;-0.15121369026761444;0.7916666666666666
['x31'];4.535588481678625;-0.16926641760444006;0.8333333333333334
['x25'];3.630867772554865;-0.1352698173320075;0.7916666666666666
['x25'];4.269050146077343;0.047735461656924105;0.75
['x13'];4.575683932736649;-0.13963788902404772;0.8333333333333334
['x31'];3.6095657306837583;-0.5443102580970385;0.7083333333333334
['x25'];5.448698207089471;-0.024518991351717645;0.7916666666666666
['x32'];4.267515832677179;-0.30833028030628595;0.5
['x23'];5.161718981493974;0.05836512393428972;0.7083333333333334
['x31'];3.283504307324742;-0.009479538221047079;0.7916666666666666
['x23'];3.271544548147054;-0.28481211302704446;0.875
['x13'];4.884524274015848;-0.10503178961327042;0.7916666666666666
['x25'];4.89790423828785;0.00284344422934546;0.875
['x31'];4.038727557129056;-0.04902599939117569;0.5416666666666666
['x1'];3.7242620113605978;-0.16230597822852566;0.75
['x25'];5.137336799495205;-0.19704440299411563;0.75
['x23'];4.318452512534505;0.02509166108923644;0.7916666666666666
['x31'];3.063185886807523;0.005758792053196515;0.8333333333333334
['x23'];4.719233307664211;-0.08780527070600708;0.6666666666666666
['x32'];5.109420344082012;-0.040020319935695214;0.7916666666666666
['x31'];4.263260102354837;0.06595454236062626;0.75
['x32'];3.8425214421901237;-0.03878894028641966;0.8333333333333334
['x32'];4.600086844943797;-0.009733516474905057;0.75
['x1'];5.7281707879293196;-0.0028372388430517592;0.75
['x23'];3.196294487504217;-0.026743474537256784;0.7916666666666666
['x31'];3.539033289419956;-0.1589508314171324;0.875
['x32'];6.391813851924819;-0.10547475672833229;0.8333333333333334
['x13'];3.7834162405368255;-0.17627773635524235;0.7916666666666666
['x25'];5.381515458739614;-0.0009617887043025242;0.7083333333333334
['x23'];3.5412795170793685;0.05755284359786972;0.7916666666666666
['x31'];5.711519500261237;-0.049222786086191794;0.7083333333333334
['x23'];3.25776708892046;0.0597759235407318;0.7916666666666666
['x13'];4.523607592232473;0.00988273659495753;0.75
['x31'];3.2641627766776935;-0.05188087675576081;0.875
['x23'];3.122267524809883;0.13755480121895403;0.7916666666666666
['x23'];3.1337477657699444;0.007677572802005206;0.7916666666666666
['x23'];2.8729634404836535;-0.20488976258197655;0.75
['x31'];6.7502991394274305;-0.4627645907860676;0.5833333333333334
['x23'];5.7980790483313;-0.050076049077150575;0.7916666666666666
['x13'];4.14077158622755;-0.09381881461874042;0.6666666666666666
['x32'];4.636607003641177;-0.11253394496696756;0.7916666666666666
['x25'];3.9255926397235825;-0.24346868048274106;0.75
['x25'];4.156574779213995;-0.14870374822508214;0.7916666666666666
['x23'];6.176551007343087;0.056723127155744346;0.75
['x25'];5.6646502678189385;-0.22837212299209675;0.75
['x31'];4.8363122690865366;-0.06718191884384761;0.625
['x32'];5.574587013166895;-0.22344333691693796;0.75
['x23'];6.636763574001892;0.033332128528541616;0.625
['x31'];6.58249711376629;0.003911901110341787;0.7916666666666666
['x2'];4.568074166645492;-0.14709138913178443;0.7916666666666666
['x13'];5.297276476471656;-0.8438660849605109;0.625
['x32'];4.260932862739925;-0.0077491194656023055;0.8333333333333334
['x23'];3.5845449313635496;-0.07923677824877462;0.75
['x25' 'x31'];3.522313097017882;0.12290521784282238;0.7916666666666666
['x13' 'x31'];3.875949997458821;-0.044327582780490316;0.7083333333333334
['x23' 'x25'];5.1245842303721805;-0.179013951039805;0.75
['x25' 'x31'];5.915614162727891;-0.05762373541753285;0.625
['x13' 'x23'];5.666087723406748;-0.35166633797397506;0.7083333333333334
['x16' 'x24'];4.5473050520480465;-0.16831307429266928;0.7916666666666666
['x25' 'x31'];3.745457765223327;-0.2685984791769531;0.7916666666666666
['x23' 'x31'];4.230923196441695;-0.15450159074014436;0.7083333333333334
['x25' 'x31'];4.01521057152604;-0.07494842746442254;0.75
['x13' 'x31'];5.214519779023161;0.13366681455765783;0.7083333333333334
['x13' 'x31'];5.765320753514817;-0.29267554660941464;0.6666666666666666
['x25' 'x32'];3.141615611078698;0.1483394094405096;0.875
['x1' 'x2'];4.597701053124702;-0.33730163656809475;0.5833333333333334
['x25' 'x31'];2.7195201145050745;-0.049257962564344115;0.75
['x21' 'x32'];4.5941932772083005;-0.020276245562858897;0.8333333333333334
['x1' 'x2'];6.4767062547900425;-0.28122391280085823;0.7083333333333334
['x31' 'x32'];6.384879051665382;-0.04267632782363706;0.7083333333333334
['x1' 'x2'];6.304541742165655;-0.05142056463135236;0.7916666666666666
['x23' 'x31'];4.365518055604029;-0.25531677090299354;0.7083333333333334
['x13' 'x32'];4.477776094025544;0.06840711483409256;0.7083333333333334
['x12' 'x31'];7.447503028873261;-0.14119991765287132;0.6666666666666666
['x1' 'x2'];5.676316997037319;-0.2838645090158811;0.7916666666666666
['x23' 'x25'];7.246528614502952;-0.20842660542570246;0.5833333333333334
['x13' 'x32'];5.330347303708286;-0.0022269751087529155;0.625
['x13' 'x32'];5.759462479786765;-0.2451100275302922;0.6666666666666666
['x13' 'x31'];4.76018726766676;-0.28546527289455503;0.7916666666666666
['x21' 'x23'];4.6546929222438465;0.10127121370028702;0.7083333333333334
['x25' 'x31'];4.586796118783378;0.04414714305090095;0.7083333333333334
['x1' 'x2'];4.969213718477995;-0.010366661973360447;0.6666666666666666
['x21' 'x23'];3.313591050799671;0.0944003079685457;0.625
['x30' 'x32'];4.460648578137712;-0.4451176919175903;0.625
['x25' 'x32'];4.698104067082401;0.0006209327145310084;0.7916666666666666
['x25' 'x31'];4.9889323059291835;-0.28590620533448385;0.75
['x25' 'x32'];3.690256294989927;-0.07395919879554969;0.6666666666666666
['x21' 'x23'];3.1800097783170074;0.14338096327067085;0.8333333333333334
['x1' 'x2'];5.723606670788563;-0.07946711954610786;0.75
['x25' 'x31'];2.7675021719370565;0.14652816020293258;0.8333333333333334
['x1' 'x2'];5.164460348852039;-0.7504259559118733;0.75
['x25' 'x32'];3.5910778530520777;-0.08905857837660425;0.9166666666666666
['x23' 'x25'];6.2689882617216135;-0.22655638432409542;0.7083333333333334
['x13' 'x32'];6.904820839572159;-0.08620626654703156;0.625
['x25' 'x31'];3.8261954593035177;0.12073809939217184;0.75
['x23' 'x32'];4.3578215959465565;-0.05847107113474004;0.875
['x1' 'x2'];6.645920052229698;-0.543361205733772;0.8333333333333334
['x1' 'x12'];9.404897080033804;-0.279645779673392;0.625
['x21' 'x23'];5.401792248783902;-0.035767272183538035;0.5833333333333334
['x13' 'x31'];4.309742331948289;0.01590942323202793;0.75
['x1' 'x2'];7.173280230245385;-0.4132674660071034;0.8333333333333334
['x23' 'x25'];5.595337520947811;-0.1143442773782235;0.6666666666666666
['x1' 'x2'];5.436673161902235;-0.23630721010618938;0.5833333333333334
['x13' 'x32'];3.8263128990643787;-0.365693885750894;0.6666666666666666
['x23' 'x31'];3.303835093565216;-0.2134585951881922;0.8333333333333334
['x1' 'x2'];6.64601215034672;-0.28868164327760226;0.7916666666666666
['x13' 'x32'];4.983442005208251;-0.2632871144153772;0.875
['x23' 'x31'];3.7975538574220615;-0.07136276319641066;0.875
['x1' 'x13'];5.859795151770268;0.04781878825012276;0.7916666666666666
['x31' 'x32'];5.2372652878902715;-0.4255006546528799;0.7916666666666666
['x25' 'x31'];4.746536027414273;0.10912077969636458;0.6666666666666666
['x25' 'x32'];3.289111804519935;-0.2494964963215962;0.7916666666666666
['x31' 'x32'];4.635016459912154;-0.3636968591371019;0.625
['x21' 'x23'];5.967136313476538;0.024243903223331587;0.7083333333333334
['x25' 'x31'];3.0766250070661676;0.10818270338845659;0.7083333333333334
['x12' 'x25'];5.797478263541244;-0.05425353445102532;0.7083333333333334
['x13' 'x31'];2.8325031481211767;0.04733860721282224;0.875
['x12' 'x31'];5.577473467533114;-0.2747347245385823;0.7083333333333334
['x31' 'x32'];6.322280116223509;-0.14536075871410237;0.6666666666666666
['x25' 'x32'];3.352372209275044;-0.006005651770704334;0.8333333333333334
['x6' 'x25'];6.233418710317857;-0.22149920897916098;0.75
['x13' 'x31'];6.016296815752514;-0.1627742671175909;0.7083333333333334
['x11' 'x31'];4.639131980934636;-0.09743056201262523;0.625
['x25' 'x32'];4.7922729576228615;0.07461728743848195;0.75
['x25' 'x31'];2.6259860490197453;0.17876442331681008;0.8333333333333334
['x1' 'x2'];7.05410426776415;-0.20608749362245304;0.625
['x1' 'x32'];4.743689388463536;-0.17645054734961696;0.7916666666666666
['x13' 'x31'];4.301382903853159;-0.19230854180332635;0.7083333333333334
['x25' 'x31'];2.0044693524971375;0.05182966134988565;0.875
['x1' 'x2'];6.065256367092765;-0.1063441986747391;0.7083333333333334
['x25' 'x31'];2.4120830879963004;-0.35593842065956016;0.6666666666666666
['x25' 'x31'];4.657173170099232;-0.24563978368814765;0.6666666666666666
['x25' 'x31'];4.617245778104692;0.14232679547976923;0.625
['x13' 'x31'];4.039623635417206;-0.22219013447419278;0.7916666666666666
['x12' 'x25'];4.225367545764763;-0.412584008983349;0.7916666666666666
['x25' 'x31'];2.9914979086580353;0.15358406038968986;0.75
['x25' 'x31'];5.5513396126696195;0.05120163795289623;0.6666666666666666
['x21' 'x23'];4.053521679083526;0.03702650294969945;0.7083333333333334
['x30' 'x31'];4.163576303361571;-0.27949614595610806;0.7916666666666666
['x23' 'x25'];4.3859951851311445;-0.02637813463292371;0.7083333333333334
['x21' 'x23'];3.3645031882461223;-0.4521685485338556;0.75
['x13' 'x32'];5.745455664594466;-0.29624433562952235;0.6666666666666666
['x23' 'x31'];3.9711783746778857;0.01312441455227542;0.7083333333333334
['x1' 'x2'];5.318088502435779;-0.17964421535218578;0.6666666666666666
['x1' 'x2'];5.464404777279069;-0.1771987598290623;0.6666666666666666
['x25' 'x31'];3.7409620421823946;0.1538625614242538;0.625
['x25' 'x31'];3.6899545341914077;-0.10448134480233051;0.7083333333333334
['x25' 'x31'];5.460934005549906;-0.49512791868417416;0.5833333333333334
['x23' 'x32'];2.4912538035251255;0.007443400413335133;0.7083333333333334
['x13' 'x32'];3.571280090546891;-0.3080255435466781;0.6666666666666666
['x30' 'x32'];3.2841072008493932;-0.0631072911991244;0.9166666666666666
['x1' 'x2'];5.521909403647411;-0.005099868305511235;0.75
['x1' 'x30' 'x31'];4.429509109615977;-0.39682409832468224;0.875
['x12' 'x25' 'x32'];5.226802484596114;-0.06288781080892192;0.625
['x13' 'x23' 'x31'];3.4133405361657307;-0.33895293387614545;0.7916666666666666
['x23' 'x31' 'x32'];3.48704811292844;-0.262086997125786;0.75
['x23' 'x25' 'x32'];3.897364875359653;-0.741477042595521;0.875
['x13' 'x21' 'x23'];3.4480417286779375;-0.21794383349116986;0.75
['x3' 'x4' 'x23'];5.343968870031731;-0.11275004389168086;0.7083333333333334
['x12' 'x25' 'x32'];5.614990406597651;-0.09101434410730302;0.625
['x1' 'x2' 'x25'];5.285592492285971;-0.202135007003448;0.6666666666666666
['x1' 'x2' 'x23'];4.688798274189568;-0.4879921155168325;0.8333333333333334
['x13' 'x30' 'x32'];2.8727257167364946;-0.0330893575940181;0.75
['x1' 'x11' 'x32'];4.381685700949156;-0.5638801368973114;0.7083333333333334
['x12' 'x25' 'x31'];3.6282161950193506;0.20662630389656667;0.75
['x12' 'x25' 'x31'];3.6610283064438;0.18180967829478079;0.75
['x13' 'x25' 'x31'];5.11994615159081;-0.15271389968274685;0.75
['x16' 'x24' 'x32'];4.705212779499523;-0.4197207068275681;0.75
['x13' 'x23' 'x31'];4.011833939556369;-0.17910767025921248;0.7083333333333334
['x13' 'x23' 'x31'];3.3475113428020236;-0.30315117456184804;0.8333333333333334
['x1' 'x2' 'x23'];5.773643406788182;-0.17803537277697568;0.75
['x1' 'x2' 'x30'];5.4545461438100915;-0.6222808439898786;0.75
['x13' 'x25' 'x31'];4.95670117993818;0.12622017649107697;0.7916666666666666
['x13' 'x23' 'x32'];4.236222986856948;-0.3364980688954533;0.7083333333333334
['x1' 'x2' 'x31'];2.796206655980871;-0.09290577971602687;0.9166666666666666
['x1' 'x30' 'x31'];4.57254644573808;0.08167552187919713;0.7916666666666666
['x1' 'x2' 'x23'];6.325280316440328;-0.2687490458089845;0.7083333333333334
['x1' 'x2' 'x23'];4.959274932408318;-0.16716209842140595;0.75
['x23' 'x25' 'x31'];6.011539419833913;-0.09935806099654343;0.5833333333333334
['x13' 'x25' 'x31'];4.962702441865633;0.08868368829776152;0.625
['x21' 'x23' 'x25'];4.051779622312203;-0.24986624571407323;0.625
['x13' 'x20' 'x31'];3.7072554226549372;0.115572403291754;0.6666666666666666
['x13' 'x25' 'x31'];4.717633856282188;-0.14614323648724525;0.7083333333333334
['x23' 'x25' 'x31'];4.122943231844917;0.11250350107891538;0.6666666666666666
['x1' 'x2' 'x23'];5.419512430405206;-0.2708586913791653;0.7083333333333334
['x13' 'x21' 'x23'];2.7500168293868605;-0.25202259219485246;0.7916666666666666
['x1' 'x2' 'x31'];5.417062357533932;-0.12735685559251464;0.6666666666666666
['x11' 'x25' 'x31'];2.353305369666963;0.2258560978321118;0.7083333333333334
['x1' 'x25' 'x31'];5.344997848684602;-0.07223192080703167;0.6666666666666666
['x23' 'x31' 'x32'];3.9235301283449453;-0.007125540848774925;0.7916666666666666
['x1' 'x2' 'x31'];4.134764615015132;-0.026874029982810965;0.7083333333333334
['x11' 'x25' 'x31'];4.618166311992563;0.18031831713061452;0.8333333333333334
['x1' 'x12' 'x32'];6.135742333257464;-0.0974874264715806;0.9166666666666666
['x23' 'x25' 'x31'];3.6294115298996275;-0.08129483821114292;0.6666666666666666
['x1' 'x30' 'x31'];4.106531096847238;0.08465870032804412;0.8333333333333334
['x13' 'x23' 'x27'];7.272138900066985;-0.08843081135499187;0.7083333333333334
['x23' 'x25' 'x31'];4.501231844492099;-0.04055383879942287;0.5833333333333334
['x13' 'x25' 'x32'];3.7891657625456787;-0.024014277024826836;0.75
['x13' 'x31' 'x32'];7.3991843883379955;-0.6829785030484117;0.5833333333333334
['x23' 'x31' 'x32'];4.479768753872835;0.0444906373871371;0.7916666666666666
['x13' 'x30' 'x31'];5.285823300788461;-0.12737401108177315;0.7916666666666666
['x1' 'x2' 'x25'];5.829761258694583;-0.27872573368498554;0.7083333333333334
['x13' 'x25' 'x31'];2.7337852298743432;0.30532655426437205;0.75
['x11' 'x25' 'x31'];5.035350199334498;-0.48438619912452974;0.75
['x21' 'x23' 'x25'];5.843947919225033;-0.06159709075977382;0.6666666666666666
['x2' 'x25' 'x31'];3.989205804070122;-0.024811187828306824;0.8333333333333334
['x1' 'x2' 'x30'];5.691786358086858;-0.0774556478710744;0.5833333333333334
['x12' 'x25' 'x31'];3.6074543248765836;0.1575163057309351;0.7083333333333334
['x13' 'x30' 'x31'];4.687059984049431;-0.086733450718816;0.5833333333333334
['x1' 'x30' 'x31'];6.197130654780473;-0.14467518810539604;0.5833333333333334
['x13' 'x21' 'x23'];2.7986332336943476;0.0823423890545325;0.75
['x13' 'x25' 'x32'];4.349491010676733;-0.016292994139541328;0.7083333333333334
['x12' 'x25' 'x32'];5.094142312822453;0.16689975701120385;0.5833333333333334
['x13' 'x23' 'x31'];3.448730981822792;-0.36924868678233635;0.625
['x13' 'x23' 'x31'];3.471976444606188;0.1573557667866905;0.7083333333333334
['x12' 'x25' 'x31'];3.036251292666128;-0.030923738675011192;0.6666666666666666
['x1' 'x21' 'x23'];4.147014693528952;-0.18229619974359101;0.6666666666666666
['x13' 'x23' 'x31'];4.350158740140327;0.21468927565590568;0.7083333333333334
['x21' 'x23' 'x25'];3.9648684308103728;-0.058301417929996324;0.7083333333333334
['x12' 'x25' 'x31'];4.372528707055815;0.09015226004116261;0.7083333333333334
['x13' 'x20' 'x32'];4.370722230535891;-0.33270354422985804;0.625
['x8' 'x25' 'x31'];7.826357691709505;-0.6047636189470582;0.7083333333333334
['x11' 'x25' 'x31'];3.1249985109558254;0.031103461433809487;0.9166666666666666
['x21' 'x25' 'x31'];5.569029877267915;0.058238081898529304;0.625
['x11' 'x25' 'x32'];3.900760847456214;-0.0769525422532733;0.75
['x6' 'x23' 'x25'];5.210321300618828;0.08043997233817823;0.75
['x13' 'x25' 'x31'];4.386500336764466;-0.6984206554618193;0.6666666666666666
['x1' 'x2' 'x31'];5.1347144677977665;-0.0365201830117281;0.7916666666666666
['x1' 'x13' 'x23'];3.74422571330978;-0.011796628655497354;0.7083333333333334
['x12' 'x25' 'x31'];4.214334429619764;0.09343271219465765;0.7916666666666666
['x1' 'x11' 'x12'];4.952981770823228;-0.07494011653231336;0.7083333333333334
['x1' 'x13' 'x23'];4.0199490715001716;-0.11662893181464717;0.6666666666666666
['x1' 'x2' 'x23'];4.8986595527407895;-0.3338239886182337;0.7083333333333334
['x13' 'x23' 'x31'];4.203180957787293;0.19324564817793;0.8333333333333334
['x12' 'x25' 'x32'];4.246766490004137;0.004004943558176044;0.75
['x13' 'x23' 'x32'];3.717557039817393;-0.139898930814371;0.7083333333333334
['x1' 'x11' 'x32'];5.93859350076481;-0.24492377547609911;0.75
['x1' 'x13' 'x23'];3.051842133378168;-0.02356777521178377;0.75
['x25' 'x30' 'x31'];5.1157744166547605;0.068500897108011;0.6666666666666666
['x23' 'x25' 'x32'];5.320744353213122;0.14312679182300825;0.8333333333333334
['x1' 'x30' 'x31'];5.691253925161614;-0.34534027060094186;0.625
['x12' 'x25' 'x31'];3.8958973912937203;0.1656876598669259;0.8333333333333334
['x21' 'x23' 'x25'];3.7360467485043105;-0.6965377332086238;0.8333333333333334
['x23' 'x25' 'x31'];3.346523583800469;0.09597717188747779;0.7916666666666666
['x13' 'x25' 'x31'];3.734084638467442;0.25290022106170196;0.75
['x11' 'x25' 'x32'];4.228039803153492;-0.010428844629466694;0.7083333333333334
['x13' 'x21' 'x23'];4.654158239088884;0.008954817910326707;0.75
['x1' 'x11' 'x12'];5.427913879410653;-0.13883789387810697;0.6666666666666666
['x21' 'x25' 'x31'];4.266142504109144;0.06987187144301632;0.7083333333333334
['x1' 'x2' 'x25'];4.69528905799505;-0.08629340041513589;0.75
['x23' 'x25' 'x31'];3.4916549142360274;0.0764917686493558;0.6666666666666666
['x1' 'x21' 'x23' 'x30'];4.353041579761842;-0.1741912634107463;0.7083333333333334
['x1' 'x11' 'x25' 'x31'];3.1789915726730578;0.09540507453695868;0.8333333333333334
['x13' 'x20' 'x23' 'x31'];4.3269223172658595;0.07497261285709145;0.7916666666666666
['x1' 'x2' 'x20' 'x23'];5.181339910010332;-0.3496386986504809;0.7916666666666666
['x13' 'x23' 'x25' 'x31'];5.291019910780366;-0.4929747337323529;0.5833333333333334
['x1' 'x13' 'x25' 'x31'];4.739045232825948;-0.2561216659515002;0.5833333333333334
['x3' 'x23' 'x25' 'x31'];3.992281928451716;0.2319297800625505;0.6666666666666666
['x6' 'x23' 'x25' 'x31'];4.068865953002458;-0.2946492547044637;0.8333333333333334
['x12' 'x13' 'x25' 'x31'];4.166220786714635;-0.053943868696743946;0.625
['x1' 'x23' 'x25' 'x31'];5.632521308207582;-0.18917110149531213;0.8333333333333334
['x1' 'x2' 'x30' 'x32'];4.5362370152413645;-0.32301343313725117;0.7916666666666666
['x13' 'x25' 'x27' 'x31'];6.02564681044094;-0.022173348002643145;0.625
['x13' 'x17' 'x21' 'x23'];6.062880917765084;-0.2082651549114034;0.7083333333333334
['x21' 'x23' 'x31' 'x32'];4.529825466006877;-0.02031724493829601;0.6666666666666666
['x6' 'x23' 'x25' 'x31'];2.793471726627773;0.2837236504598022;0.7916666666666666
['x1' 'x11' 'x25' 'x31'];4.12958315961409;-0.5131916764078859;0.7083333333333334
['x1' 'x2' 'x30' 'x31'];6.053393399963137;-0.0069127251343545915;0.7083333333333334
['x1' 'x2' 'x25' 'x31'];4.329946868407052;0.03236499155889494;0.7916666666666666
['x21' 'x25' 'x31' 'x32'];4.7694222115169085;0.040796559755729156;0.75
['x13' 'x30' 'x31' 'x32'];6.028669442673636;-0.43947890061241424;0.5833333333333334
['x13' 'x20' 'x23' 'x31'];4.870724154690198;0.1361334886531832;0.625
['x1' 'x2' 'x21' 'x23'];3.558853202624487;-0.23050614112966428;0.6666666666666666
['x1' 'x13' 'x30' 'x31'];4.1432376302967615;-0.08757743033319065;0.6666666666666666
['x1' 'x2' 'x30' 'x31'];5.812621260864784;-0.2239145827079423;0.6666666666666666
['x23' 'x25' 'x31' 'x32'];5.0772837777922755;-0.26997357841027636;0.5833333333333334
['x1' 'x2' 'x25' 'x32'];5.589972779824175;0.03165957865403435;0.5833333333333334
['x6' 'x13' 'x25' 'x32'];4.525467995983406;-0.6684315549119353;0.625
['x6' 'x21' 'x25' 'x31'];5.266909094038078;-0.050151071685733184;0.7083333333333334
['x1' 'x11' 'x12' 'x31'];2.91473161351477;-0.34279656213496046;0.7916666666666666
['x1' 'x13' 'x23' 'x32'];4.425438480453785;-0.27350941594449063;0.7916666666666666
['x1' 'x13' 'x30' 'x32'];4.474259120691041;-0.3867831629919771;0.6666666666666666
['x1' 'x2' 'x20' 'x23'];6.4913788186887915;-0.2809522571775882;0.7916666666666666
['x1' 'x11' 'x25' 'x31'];3.939002305850078;0.023913639785794638;0.7083333333333334
['x23' 'x25' 'x31' 'x32'];5.081503626732608;0.17149397860983284;0.6666666666666666
['x2' 'x23' 'x31' 'x32'];6.217270631942784;-0.4532278654812598;0.6666666666666666
['x1' 'x13' 'x23' 'x31'];3.2650897314467238;-0.090715743101494;0.6666666666666666
['x1' 'x13' 'x23' 'x31'];3.1230635542606477;0.0189952130861909;0.75
['x6' 'x12' 'x25' 'x32'];4.231093534697467;-0.167381654160754;0.7916666666666666
['x1' 'x12' 'x25' 'x31'];4.270029329098709;-0.3075011962738201;0.7083333333333334
['x1' 'x13' 'x23' 'x32'];5.292939409030407;-0.2692027298139896;0.7083333333333334
['x4' 'x23' 'x25' 'x32'];5.512177566782945;-0.48509603319758976;0.6666666666666666
['x1' 'x13' 'x30' 'x31'];2.7274542079351622;-0.28809332548127564;0.7916666666666666
['x1' 'x13' 'x23' 'x31'];3.565148343385204;-0.23970885406046993;0.6666666666666666
['x12' 'x26' 'x31' 'x32'];6.513176320170106;-0.4034115974493797;0.75
['x21' 'x24' 'x25' 'x31'];4.398360802915022;-0.2524037309902152;0.7083333333333334
['x13' 'x21' 'x25' 'x31'];3.96883693592151;0.2835025250107056;0.7083333333333334
['x12' 'x23' 'x25' 'x32'];4.350437754369884;0.09630265989183617;0.875
['x12' 'x13' 'x25' 'x31'];4.578981268737306;-0.14033823411766977;0.6666666666666666
['x1' 'x23' 'x25' 'x31'];2.90481076489438;-0.21298441613650332;0.8333333333333334
['x1' 'x13' 'x30' 'x31'];3.4630816868618743;-0.1570910657543776;0.9166666666666666
['x1' 'x2' 'x21' 'x23'];6.783887591867587;-0.13388956342546887;0.625
['x6' 'x20' 'x23' 'x25'];5.009517296159852;-0.36929325067062435;0.75
['x21' 'x24' 'x25' 'x32'];3.8032753268214328;-0.47996492630239307;0.875
['x1' 'x13' 'x30' 'x32'];5.735917414337803;-0.6932914377835966;0.7083333333333334
['x11' 'x12' 'x25' 'x31'];3.399755007282948;-0.11549541036267397;0.7083333333333334
['x1' 'x13' 'x23' 'x31'];6.063193744039293;-0.15066116158962162;0.7083333333333334
['x1' 'x2' 'x30' 'x31'];3.7514927534790363;-0.5096480551217917;0.75
['x1' 'x11' 'x12' 'x31'];3.6593488458889905;-0.01962071778934349;0.7916666666666666
['x12' 'x23' 'x25' 'x31'];5.551574695745178;-0.9694932613519969;0.5416666666666666
['x1' 'x11' 'x12' 'x25'];3.8384310993488113;-0.12314590330888642;0.8333333333333334
['x6' 'x23' 'x25' 'x31'];3.9502684884499906;-0.5635166128372955;0.8333333333333334
['x1' 'x2' 'x21' 'x23'];5.373078858936425;-0.20299581262141353;0.75
['x1' 'x21' 'x23' 'x32'];6.114451472344748;-0.13539492729345448;0.6666666666666666
['x2' 'x13' 'x25' 'x32'];4.74505890520038;-0.38164194233468773;0.625
['x11' 'x23' 'x25' 'x31'];3.0883529494668545;-0.24379225343520128;0.7083333333333334
['x13' 'x23' 'x25' 'x31'];3.544274514712073;-0.7370467608479834;0.75
['x13' 'x23' 'x25' 'x31'];1.9419550614939887;0.0486070014328136;0.75
['x1' 'x13' 'x21' 'x23'];4.311976957704206;0.11764620049386154;0.6666666666666666
['x13' 'x23' 'x25' 'x32'];4.754349871834392;-0.16472951151510618;0.5416666666666666
['x12' 'x21' 'x25' 'x31'];6.800817506434899;-0.01256452340384362;0.6666666666666666
['x1' 'x11' 'x25' 'x32'];5.493039914851667;-0.5744749629934174;0.6666666666666666
['x1' 'x13' 'x23' 'x31'];4.660945509729635;0.04412611348828732;0.6666666666666666
['x1' 'x12' 'x25' 'x32'];4.917872593438811;-0.13330904944006505;0.7083333333333334
['x13' 'x25' 'x31' 'x32'];4.215806105462247;-0.41277007378817876;0.7083333333333334
['x1' 'x12' 'x25' 'x31'];5.669441981888472;-0.04380764507042012;0.75
