,Accuray,Mean squared error,Modelo_name,Parametro,R2,Variables
0,0.7,3.4114560259497195,svm,linear,-0.3433282726673428,"x12,x23,x25,x32"
0,0.7666666666666667,2.5472016803451876,svm,linear,0.12966747994798822,"x12,x23,x25,x32"
0,0.6666666666666666,6.475263054583534,svm,rbf,0.02777463950882708,"x12,x23,x25,x32"
0,0.8666666666666667,2.9588205706048707,svm,linear,0.12236398548790373,"x12,x23,x25,x32"
0,0.8333333333333334,3.9396615548474765,svm,rbf,0.05043378164956869,"x12,x23,x25,x32"
0,0.8,3.895142231092011,ridge,1.0,0.27433646640058673,"x12,x23,x25,x32"
0,0.7333333333333333,3.5693158864635683,svm,linear,0.15847073871948447,"x12,x23,x25,x32"
0,0.7333333333333333,3.2129263647343738,svm,linear,0.10042169848477889,"x12,x23,x25,x32"
0,0.8,4.244482806936607,svm,rbf,0.14073416561595675,"x12,x23,x25,x32"
0,0.7666666666666667,3.474284536207703,ridge,1.0,-0.11519455113315757,"x12,x23,x25,x32"
0,0.7666666666666667,3.4438062405919343,svm,linear,0.09305285117391959,"x12,x23,x25,x32"
0,0.7666666666666667,3.7497092763307887,svm,rbf,0.01921627089639688,"x12,x23,x25,x32"
0,0.8,5.129509949831682,svm,linear,0.2940395071770313,"x12,x23,x25,x32"
0,0.8,2.1925669792814015,linear,,-0.03167058784973342,"x12,x23,x25,x32"
0,0.7666666666666667,3.6281383278536166,ridge,1.0,-0.0011264053086672554,"x12,x23,x25,x32"
0,0.8333333333333334,4.604757460237881,svm,rbf,0.13054491001579216,"x12,x23,x25,x32"
0,0.7333333333333333,3.442183327033017,svm,linear,0.3275741402139649,"x12,x23,x25,x32"
0,0.8666666666666667,4.230861402731889,svm,rbf,-0.5968737185814457,"x12,x23,x25,x32"
0,0.6333333333333333,5.85788982036116,ridge,1.0,-0.049653368503485895,"x12,x23,x25,x32"
0,0.7333333333333333,3.431979900370825,ridge,1.0,0.2216707588446465,"x12,x23,x25,x32"
0,0.7,3.751829505593043,svm,linear,0.20635428470253026,"x12,x23,x25,x32"
0,0.8666666666666667,4.736380542039899,ridge,1.0,-0.10172510916503841,"x12,x23,x25,x32"
0,0.7333333333333333,4.962631282212773,svm,linear,-0.04000652867581911,"x12,x23,x25,x32"
0,0.6333333333333333,4.502802203256976,ridge,1.0,0.1393004807123267,"x12,x23,x25,x32"
0,0.7666666666666667,4.603883903116392,svm,linear,0.21073096839670036,"x12,x23,x25,x32"
0,0.7333333333333333,6.258701989553679,ridge,1.0,0.2705604321498425,"x12,x23,x25,x32"
0,0.7333333333333333,3.4218107090214422,ridge,1.0,-0.03668523931644874,"x12,x23,x25,x32"
0,0.6666666666666666,5.861943868084212,ridge,1.0,-0.039351902983852716,"x12,x23,x25,x32"
0,0.8333333333333334,4.552628433875025,ridge,1.0,0.181863290761351,"x12,x23,x25,x32"
0,0.7333333333333333,3.3386785224079003,svm,linear,0.24285423122487015,"x12,x23,x25,x32"
0,0.8,3.590532112480713,ridge,1.0,0.2851262081846262,"x12,x23,x25,x32"
0,0.5666666666666667,4.7986335386219565,svm,linear,0.1470384111229064,"x12,x23,x25,x32"
0,0.6,4.577217348562638,svm,linear,-0.07071241452214161,"x12,x23,x25,x32"
0,0.8,3.326835794143171,ridge,1.0,0.2835245655557588,"x12,x23,x25,x32"
0,0.8,4.409131635985689,ridge,1.0,0.16385490225161692,"x12,x23,x25,x32"
0,0.8333333333333334,3.395948373125777,svm,rbf,0.061566273897118884,"x12,x23,x25,x32"
0,0.7666666666666667,4.98249055818539,ridge,1.0,-0.37970450003368983,"x12,x23,x25,x32"
0,0.7333333333333333,3.920706280442135,svm,linear,0.17550705280347978,"x12,x23,x25,x32"
0,0.6333333333333333,4.045010637440115,svm,linear,0.04861768339350914,"x12,x23,x25,x32"
0,0.8666666666666667,2.6216062404727167,ridge,1.0,-0.01675834744454119,"x12,x23,x25,x32"
0,0.8,3.3666743568313153,svm,rbf,0.14308922272707847,"x12,x23,x25,x32"
0,0.7666666666666667,3.552476789992581,svm,linear,-0.14254678155266953,"x12,x23,x25,x32"
0,0.7333333333333333,3.49459011402902,svm,linear,0.16351194494707266,"x12,x23,x25,x32"
0,0.7333333333333333,3.5842027863973116,svm,linear,0.2625910350274141,"x12,x23,x25,x32"
0,0.8,3.048923208523353,ridge,1.0,0.16825591223566527,"x12,x23,x25,x32"
0,0.6333333333333333,4.340244159921382,svm,rbf,0.16815311722795034,"x12,x23,x25,x32"
0,0.8,4.139505258292514,svm,linear,0.26948447511819673,"x12,x23,x25,x32"
0,0.7,5.437282141213172,ridge,1.0,-0.12479269946679494,"x12,x23,x25,x32"
0,0.6666666666666666,4.0217640414439275,svm,linear,0.021429112263905425,"x12,x23,x25,x32"
0,0.7666666666666667,2.952109385946236,svm,rbf,0.252435114377062,"x12,x23,x25,x32"
0,0.8,4.03252036697135,ridge,1.0,-0.08553253122239912,"x12,x23,x25,x32"
0,0.7,3.3863819329863563,svm,linear,-0.06000306509757536,"x12,x23,x25,x32"
0,0.7,5.616880512141024,ridge,1.0,0.17163130206373622,"x12,x23,x25,x32"
0,0.8,3.0779955742319083,svm,linear,0.239594799080052,"x12,x23,x25,x32"
0,0.7333333333333333,5.623428311569047,svm,rbf,-0.574824125692661,"x12,x23,x25,x32"
0,0.8,3.3191036920060117,ridge,1.0,0.1893641811125094,"x12,x23,x25,x32"
0,0.7333333333333333,4.043274572257117,svm,rbf,0.17804844381411722,"x12,x23,x25,x32"
0,0.7,3.983433295809184,svm,linear,-0.00017936282101826961,"x12,x23,x25,x32"
0,0.7666666666666667,3.6311617111924557,ridge,1.0,0.2789742435418199,"x12,x23,x25,x32"
0,0.8,3.418444344046617,ridge,1.0,0.22496343327734103,"x12,x23,x25,x32"
0,0.7333333333333333,3.4913874397880034,svm,linear,0.025213086581413857,"x12,x23,x25,x32"
0,0.7333333333333333,5.18889060979601,svm,linear,0.0634849998702125,"x12,x23,x25,x32"
0,0.7333333333333333,3.9892445417220466,svm,linear,0.08001301670953054,"x12,x23,x25,x32"
0,0.7666666666666667,3.879617087591056,svm,linear,-0.14497852318137272,"x12,x23,x25,x32"
0,0.7666666666666667,4.473059444372961,svm,linear,-0.07315581037229091,"x12,x23,x25,x32"
0,0.8666666666666667,3.508446362015905,ridge,1.0,-0.03523986401316548,"x12,x23,x25,x32"
0,0.7666666666666667,4.241383350621641,svm,rbf,-0.024597953427368147,"x12,x23,x25,x32"
0,0.7,3.7968668168992203,ridge,1.0,0.24302018227435584,"x12,x23,x25,x32"
0,0.7666666666666667,4.355145503932175,ridge,1.0,0.1414027732681079,"x12,x23,x25,x32"
0,0.6666666666666666,3.9850742736155533,svm,rbf,-0.2078102964163384,"x12,x23,x25,x32"
0,0.7333333333333333,4.098780284432305,svm,rbf,0.24904135411443096,"x12,x23,x25,x32"
0,0.8,2.948286806353414,svm,linear,0.269472261461852,"x12,x23,x25,x32"
0,0.6666666666666666,3.0501517025009144,svm,rbf,0.2570767190752684,"x12,x23,x25,x32"
0,0.6666666666666666,3.251715267433266,svm,rbf,0.215223147066962,"x12,x23,x25,x32"
0,0.8666666666666667,2.719871841335833,ridge,1.0,0.1737012093285597,"x12,x23,x25,x32"
0,0.7666666666666667,6.123969162848288,svm,sigmoid,-0.13438855113631853,"x12,x23,x25,x32"
0,0.7333333333333333,4.114459655078731,svm,rbf,0.10566944639184817,"x12,x23,x25,x32"
0,0.6333333333333333,4.343846135476295,svm,linear,0.14900836539646523,"x12,x23,x25,x32"
0,0.8,2.989110910699082,ridge,1.0,-0.0790009058914185,"x12,x23,x25,x32"
0,0.7666666666666667,3.7680226625756834,svm,rbf,0.18313362729535443,"x12,x23,x25,x32"
0,0.6666666666666666,5.142364964473545,svm,rbf,0.024700401653171222,"x12,x23,x25,x32"
0,0.8666666666666667,3.708471725002171,svm,linear,0.10147020660615658,"x12,x23,x25,x32"
0,0.7666666666666667,2.975230393922134,ridge,1.0,0.1670346223632253,"x12,x23,x25,x32"
0,0.7333333333333333,4.218527277388991,svm,linear,-0.4705515092214345,"x12,x23,x25,x32"
0,0.7333333333333333,4.063313103115409,ridge,1.0,0.14688025446563635,"x12,x23,x25,x32"
0,0.7,4.570604430226894,svm,rbf,-0.39374138680610127,"x12,x23,x25,x32"
0,0.8333333333333334,3.007863328010632,svm,linear,0.28900225467617613,"x12,x23,x25,x32"
0,0.7666666666666667,3.861646763815449,svm,linear,-0.0018835105260113227,"x12,x23,x25,x32"
0,0.5666666666666667,4.620558680062846,svm,linear,-0.4155080419703756,"x12,x23,x25,x32"
0,0.6666666666666666,5.980659093952836,svm,sigmoid,-0.35956208901811215,"x12,x23,x25,x32"
0,0.6666666666666666,4.6280435428257105,ridge,1.0,0.12097861537674703,"x12,x23,x25,x32"
0,0.7666666666666667,3.161198943215435,svm,rbf,0.18936325113331576,"x12,x23,x25,x32"
0,0.5666666666666667,4.588514638730822,ridge,1.0,-0.1419408328468723,"x12,x23,x25,x32"
0,0.7666666666666667,4.090006603533081,svm,linear,-0.08511218381650654,"x12,x23,x25,x32"
0,0.8,3.4357399889438924,ridge,1.0,0.22394814341370461,"x12,x23,x25,x32"
0,0.8,4.209758085858456,svm,linear,-0.038278365966644134,"x12,x23,x25,x32"
0,0.8333333333333334,4.525353628405556,svm,linear,0.14576687901456753,"x12,x23,x25,x32"
0,0.6666666666666666,5.227149841999591,ridge,1.0,0.07990798013012435,"x12,x23,x25,x32"
0,0.7666666666666667,4.013182025286057,ridge,1.0,0.15082292057818714,"x12,x23,x25,x32"
0,0.7,3.8653593248523266,ridge,1.0,0.09656790466857013,"x12,x23,x25,x32"
0,0.7666666666666667,3.9675437488973264,svm,linear,-0.01316212094748992,"x12,x23,x25,x32"
0,0.8,3.817247421321741,ridge,1.0,0.10377893625041645,"x12,x23,x25,x32"
0,0.7,7.039330983690306,svm,sigmoid,-0.0003330899926321518,"x12,x23,x25,x32"
0,0.7333333333333333,3.12164627093305,svm,rbf,0.2138612000456015,"x12,x23,x25,x32"
0,0.7333333333333333,4.103563966554214,svm,linear,0.143471919091814,"x12,x23,x25,x32"
0,0.7,3.463419787594323,ridge,1.0,0.13920287583824342,"x12,x23,x25,x32"
0,0.7,4.417004498646851,svm,linear,0.14914094441706593,"x12,x23,x25,x32"
0,0.8,3.549545587808834,ridge,1.0,-0.14416059660482117,"x12,x23,x25,x32"
0,0.7333333333333333,4.091071049696493,svm,linear,0.21211981775331024,"x12,x23,x25,x32"
0,0.7333333333333333,3.934061043089018,ridge,1.0,0.18230127714162958,"x12,x23,x25,x32"
0,0.8333333333333334,3.8234512921867316,ridge,0.0,0.1902516311211857,"x12,x23,x25,x32"
0,0.7,2.4523606182325635,ridge,1.0,0.051617514867367986,"x12,x23,x25,x32"
0,0.6333333333333333,3.7216157447614844,svm,linear,0.10723988883191149,"x12,x23,x25,x32"
0,0.7333333333333333,4.050385121667091,ridge,1.0,0.0011093402714028588,"x12,x23,x25,x32"
0,0.7333333333333333,3.657153700692654,ridge,1.0,0.29395228634334925,"x12,x23,x25,x32"
0,0.7333333333333333,3.1857453262618582,svm,linear,0.030166116668089882,"x12,x23,x25,x32"
0,0.8333333333333334,5.5017495427347844,svm,rbf,0.052306408648095104,"x12,x23,x25,x32"
0,0.6666666666666666,4.915484179909399,ridge,1.0,0.04051398589527,"x12,x23,x25,x32"
0,0.6333333333333333,5.07745787403334,svm,sigmoid,-0.2924920862968723,"x12,x23,x25,x32"
0,0.7666666666666667,2.8374436668968768,svm,linear,0.3374328181891957,"x12,x23,x25,x32"
0,0.6,6.4492817659916195,svm,linear,0.272662327427713,"x12,x23,x25,x32"
0,0.6666666666666666,5.905226321586096,svm,rbf,-0.0422942639004662,"x12,x23,x25,x32"
0,0.6666666666666666,4.899362068751614,ridge,1.0,0.15218446234431593,"x12,x23,x25,x32"
0,0.8666666666666667,4.364813595572604,svm,rbf,0.14080486157908445,"x12,x23,x25,x32"
0,0.7333333333333333,3.176550468080231,svm,linear,0.19811321817249883,"x12,x23,x25,x32"
0,0.7,6.254886243092723,ridge,1.0,0.11165359795659424,"x12,x23,x25,x32"
0,0.6,5.378530514885529,ridge,1.0,0.05393964125382489,"x12,x23,x25,x32"
0,0.7666666666666667,3.427600244745317,svm,linear,0.3010276435181928,"x12,x23,x25,x32"
0,0.6,7.068972196382964,svm,sigmoid,-0.2737030972397134,"x12,x23,x25,x32"
0,0.7333333333333333,4.91606322341605,svm,sigmoid,-0.2134641487839295,"x12,x23,x25,x32"
0,0.8,3.8101500322258004,svm,rbf,-0.06904098905561251,"x12,x23,x25,x32"
0,0.7333333333333333,3.2613922469569263,svm,linear,0.23608972560749775,"x12,x23,x25,x32"
0,0.7333333333333333,5.009610975207648,svm,linear,0.22414954404891807,"x12,x23,x25,x32"
0,0.7666666666666667,4.922115725411845,svm,rbf,0.17082614998620582,"x12,x23,x25,x32"
0,0.8333333333333334,2.4809844218462276,svm,linear,0.23194445918717455,"x12,x23,x25,x32"
0,0.8333333333333334,3.864327016664976,svm,linear,-0.017934777221214393,"x12,x23,x25,x32"
0,0.6333333333333333,3.8605713514349103,ridge,1.0,0.14758879080142917,"x12,x23,x25,x32"
0,0.6666666666666666,5.3280453665384595,ridge,1.0,-0.024545467232314433,"x12,x23,x25,x32"
0,0.6333333333333333,3.600497139788508,svm,linear,0.258201780726685,"x12,x23,x25,x32"
0,0.8333333333333334,5.380200866503911,svm,linear,0.027736586121672735,"x12,x23,x25,x32"
0,0.8,3.5269342644381747,svm,sigmoid,0.2172253194140742,"x12,x23,x25,x32"
0,0.8,3.777915474683449,ridge,1.0,0.2933663679897649,"x12,x23,x25,x32"
0,0.7666666666666667,4.0829016970038206,ridge,1.0,-0.06827697220475537,"x12,x23,x25,x32"
0,0.6666666666666666,7.106322951352374,svm,rbf,-0.0029671357343774574,"x12,x23,x25,x32"
0,0.7666666666666667,5.166400413127894,svm,rbf,0.14856928114858137,"x12,x23,x25,x32"
0,0.8333333333333334,2.9358975645045473,svm,rbf,-0.1423983432218261,"x12,x23,x25,x32"
0,0.7333333333333333,3.052164632013614,ridge,1.0,0.02267483296634354,"x12,x23,x25,x32"
0,0.7333333333333333,5.554816923851113,svm,linear,0.12935954078206557,"x12,x23,x25,x32"
0,0.7333333333333333,4.134156085399183,ridge,1.0,0.04347929330194544,"x12,x23,x25,x32"
0,0.8666666666666667,2.756232540883773,svm,linear,0.16010834137514574,"x12,x23,x25,x32"
0,0.7,4.7072000690472295,svm,linear,-0.19474869688611118,"x12,x23,x25,x32"
0,0.7333333333333333,2.3586978103648546,svm,rbf,-0.014321783289876322,"x12,x23,x25,x32"
0,0.7333333333333333,4.98918709983216,svm,linear,0.08519538828416184,"x12,x23,x25,x32"
0,0.8666666666666667,2.686701970652064,svm,linear,-0.019631030358908674,"x12,x23,x25,x32"
0,0.8,4.115753847313611,svm,linear,0.1460601219128912,"x12,x23,x25,x32"
0,0.7666666666666667,3.6749373479653085,ridge,1.0,0.3109433297245092,"x12,x23,x25,x32"
0,0.6666666666666666,3.0873871536766293,ridge,1.0,-0.14221768082225972,"x12,x23,x25,x32"
